index,ant_a,ant_b,vis
2320,2,9,1.807630053254937-0.5328601470100789i
2321,2,9,1.6916815878634581-0.6921162748761567i
2322,2,9,1.7814755501404351-0.5953284885290306i
2323,2,9,1.629964141647435-0.8996403916934637i
2324,2,9,1.6909661580454027-0.5872615482946079i
2325,2,9,1.8174793139296817-0.690463337697903i
2326,2,9,1.6358015807667317-0.5914208327808508i
2327,2,9,1.6495066211846712-0.7701036375213575i
2328,2,9,1.7767412077317666-0.7754258859553751i
2329,2,9,1.8799932537635962-0.652365468462381i
2330,2,9,1.799564756812197-0.5089535472107402i
2331,2,9,1.9792008348264774-0.7918413394294193i
2332,2,9,1.8797873404152512-0.5672037173892172i
2333,2,9,1.698900383173927-0.6743912064491804i
2334,2,9,1.723840525812092-0.6850791990691287i
2335,2,9,1.826138526326653-0.6073173254561278i
2336,2,9,1.7202014603963343-0.6229212423967856i
2337,2,9,1.758058262295935-0.7694763188403592i
2338,2,9,1.8270982734603534-0.604357710128343i
2339,2,9,1.8318338080172873-0.6972164520072658i
2340,2,9,1.7053464327357086-0.5400267620284868i
2341,2,9,1.681270882619442-0.6635960852112833i
2342,2,9,1.649093549951604-0.8205638239622324i
2343,2,9,1.7371054463833764-0.7951473560291499i
2344,2,9,1.6585174790429484-0.7235898714551625i
2345,2,9,1.8665217393920785-0.7313244763607677i
2346,2,9,1.8266407631392603-0.5629842389824885i
2347,2,9,1.663587069535437-0.7781529880725027i
2348,2,9,1.692662299037207-0.5722464877232325i
2349,2,9,1.7931778038125425-0.6877376821363759i
2350,2,9,1.6715997557290634-0.7029682509427447i
2351,2,9,1.8728637584666377-0.6165357783346965i
2352,2,9,1.8056569189502352-0.4828071106659977i
2353,2,9,1.8830128645560076-0.6765093119757318i
2354,2,9,1.7168843617891054-0.5889861281674801i
2355,2,9,1.654165998058029-0.564188235237285i
2356,2,9,1.8945583982353338-0.6206865346376593i
2357,2,9,1.8988562152619253-0.8526031833857944i
2358,2,9,1.7097260370327834-0.6729600946877227i
2359,2,9,1.7211004286875358-0.7684659053969736i
2360,2,9,1.7117383529926045-0.6650016986288837i
2361,2,9,2.0767256551242688-0.804710468712736i
2362,2,9,1.7863165617858507-0.8195926180929338i
2363,2,9,1.8343205510421237-0.6912643865891077i
2364,2,9,1.791196068983762-0.7460527864374731i
2365,2,9,1.739541196250866-0.7632505383470096i
2366,2,9,1.6921304930837764-0.7670784393040615i
2367,2,9,1.9143132389073896-0.6934486135582205i
2368,2,9,1.5347300674799849-0.6106239625462797i
2369,2,9,1.7217079271491789-0.8775362662844084i
2370,2,9,1.820319385938899-0.7062628402120362i
2371,2,9,1.8733199623016403-0.6123761630819828i
2372,2,9,1.931799771245106-0.5683996487963277i
2373,2,9,1.891308155504603-0.650079248088357i
2374,2,9,1.8063309017397204-0.8485949011665785i
2375,2,9,1.8145446481354441-0.4641385906680967i
2376,2,9,1.7085869373074196-0.7742555783069475i
2377,2,9,1.7925533208138622-0.7603835610339065i
2378,2,9,1.709917186167381-0.942858776431579i
2379,2,9,1.7129835784073575-0.605364501975364i
2380,2,9,1.7679779093339256-0.7778215013910376i
2381,2,9,1.70238294254439-0.45256248420842804i
2382,2,9,1.7495263669589145-0.5399381984989975i
2383,2,9,1.8240422204033813-0.778598410147537i
2384,2,9,1.854614068883019-0.6784519221221592i
2385,2,9,1.7990432604469995-0.5501040076126061i
2386,2,9,1.6833822579541082-0.6752827565627739i
2387,2,9,1.6672238493308928-0.7666045642753243i
2388,2,9,1.8109411000402134-0.660397221341085i
2389,2,9,1.612090313826111-0.8283409806486246i
2390,2,9,1.8197449388609686-0.7122120473222027i
2391,2,9,1.6532024650049395-0.5027844942127468i
2392,2,9,1.9030089879297374-0.7338354895203448i
2393,2,9,1.872230851620321-0.7079963242865832i
2394,2,9,1.8093913339686487-0.6601294775536676i
2395,2,9,1.6462721319683766-0.6687507162304906i
2396,2,9,1.8570732853744873-0.729363507280258i
2397,2,9,1.651934157188533-0.7327108794194069i
2398,2,9,1.6197842963710554-0.5623015251021554i
2399,2,9,1.851693093444813-0.7588220185972622i
2400,3,4,-0.4959217244730377+0.4110380126397099i
2401,3,4,-0.4894879763763522+0.03597375357037147i
2402,3,4,-0.5402681825434744+0.2017911969465358i
2403,3,4,-0.6364350764879535+0.19475476506464434i
2404,3,4,-0.433501954554347+0.3177484670244558i
2405,3,4,-0.5438939200394571+0.13797696808871968i
2406,3,4,-0.4584807533613774+0.3518249290197215i
2407,3,4,-0.28417066883708386+0.23402863101724292i
2408,3,4,-0.6994313492190886+0.36350655608119015i
2409,3,4,-0.39847960438359364+0.1977627453390146i
2410,3,4,-0.6532177888750612+0.46447166736340073i
2411,3,4,-0.3811483082116881+0.3934252649881773i
2412,3,4,-0.5191350376082716+0.2972047827250899i
2413,3,4,-0.49794543907821187+0.31382667977375167i
2414,3,4,-0.47785396007548947+0.2483513076009952i
2415,3,4,-0.4825177156233268+0.19414682648443027i
2416,3,4,-0.4332896325730711+0.18703116468693382i
2417,3,4,-0.352625379902474+0.3271739733451783i
2418,3,4,-0.5027818414063525+0.3776037658778855i
2419,3,4,-0.3522717452092561+0.37329892800343i
2420,3,4,-0.6685680082241507+0.34942108478071693i
2421,3,4,-0.48091665904544156+0.2100521872162553i
2422,3,4,-0.3965101588523736+0.20888686091919273i
2423,3,4,-0.42483181433962375+0.2829812076006414i
2424,3,4,-0.3927676416817015+0.36072061564361785i
2425,3,4,-0.3618825706772333+0.31932319952467214i
2426,3,4,-0.4420312508679004+0.18495382662172216i
2427,3,4,-0.43092315900773714+0.5236318579602837i
2428,3,4,-0.421722940307368+0.22141349962058537i
2429,3,4,-0.33844938150841153+0.37080971846458477i
2430,3,4,-0.4827958348898594+0.3227346609813144i
2431,3,4,-0.4485401276969894+0.14492563966147262i
2432,3,4,-0.6206920701897789+0.4081224521864366i
2433,3,4,-0.6049199116598564+0.1660283099161152i
2434,3,4,-0.3488343204957719+0.34495704235421815i
2435,3,4,-0.4885273790155012+0.435105829260256i
2436,3,4,-0.5005687128307981+0.40541631411771756i
2437,3,4,-0.4874115182110455+0.33814837219255456i
2438,3,4,-0.3607625350493682+0.2695702488900549i
2439,3,4,-0.6634546156672354+0.42636243597085843i
2440,3,4,-0.4858650569927937+0.30044801043295455i
2441,3,4,-0.4390913251736215+0.30985124235387546i
2442,3,4,-0.4764534054722962+0.2586019590226056i
2443,3,4,-0.5371121774998778+0.3421706728061221i
2444,3,4,-0.6509848283342315+0.2954645246618077i
2445,3,4,-0.48021614934566526+0.2400724600663838i
2446,3,4,-0.5676782467533278+0.4270668805535408i
2447,3,4,-0.4674258731567214+0.1876982800091634i
2448,3,4,-0.5493857961264612+0.0859857896395807i
2449,3,4,-0.420026504396312+0.11485921082667475i
2450,3,4,-0.39985889212074627+0.29572943158072706i
2451,3,4,-0.5429656527592669+0.2477652894170565i
2452,3,4,-0.519206682641508+0.24786329351436867i
2453,3,4,-0.4803483944240152+0.3864974332965141i
2454,3,4,-0.3563401777730237+0.24295673806587167i
2455,3,4,-0.42261140731541164+0.3243310112509227i
2456,3,4,-0.5312790579639672+0.22597222383847917i
2457,3,4,-0.6011799482759178+0.20081450100166662i
2458,3,4,-0.5654088706664073+0.15100342671838557i
2459,3,4,-0.29420336007127296+0.172344712458994i
2460,3,4,-0.6878149083083636+0.559610617606406i
2461,3,4,-0.40913784512115625+0.2680054355221178i
2462,3,4,-0.4220886060828452+0.3359700999347943i
2463,3,4,-0.5922118268003673+0.40343630656019774i
2464,3,4,-0.5099855607598458+0.3767356594820061i
2465,3,4,-0.5866377054892988+0.41749826896877984i
2466,3,4,-0.5167361727046738+0.23926588537252463i
2467,3,4,-0.38836302531536965+0.35694089259396716i
2468,3,4,-0.4675820149712417+0.29579099736236425i
2469,3,4,-0.5105420199268287+0.40436970755316826i
2470,3,4,-0.4719112770708377+0.3727968762399288i
2471,3,4,-0.5170242452475373+0.5325448819672001i
2472,3,4,-0.5406185601289739+0.2583072606399426i
2473,3,4,-0.5614607831889414+0.12468438182252903i
2474,3,4,-0.3675935685755844+0.32395845489688857i
2475,3,4,-0.6022086086379105+0.29507640826695436i
2476,3,4,-0.5735831800436185+0.3510067891019796i
2477,3,4,-0.3519400900161898+0.19228466881281298i
2478,3,4,-0.4452141134133941+0.3777727059370094i
2479,3,4,-0.5102105947367367+0.3518746959460776i
2480,3,4,-0.5729796618334622+0.44735634237939836i
2481,3,4,-0.3920709088658831+0.20787229278471586i
2482,3,4,-0.4452279361170004+0.5029053834697124i
2483,3,4,-0.5860913595134929+0.3466273568045675i
2484,3,4,-0.48748579741367226+0.38319846257830154i
2485,3,4,-0.5728737713285176+0.23559876462804624i
2486,3,4,-0.5852562037792115+0.17448545173350713i
2487,3,4,-0.3341549813458923+0.17816953334682983i
2488,3,4,-0.28692194352892963+0.19360830047463806i
2489,3,4,-0.2814041986409195+0.5024383918563986i
2490,3,4,-0.6698383095001803+0.21328389526284347i
2491,3,4,-0.4578656845717044+0.2981186776745352i
2492,3,4,-0.4036973007443926+0.11625337151750328i
2493,3,4,-0.4723614680611017+0.4339932462003583i
2494,3,4,-0.3107412336937915+0.3684527559424473i
2495,3,4,-0.5143513925253262+0.2891775344564029i
2496,3,4,-0.4262702808544718+0.31545123782644097i
2497,3,4,-0.5026218626386536+0.19538594210149546i
2498,3,4,-0.37017880775314776+0.31869893327003423i
2499,3,4,-0.41267550357476324+0.2676432658953347i
2500,3,5,-0.09208240587341608+0.4243289114885243i
2501,3,5,-0.05076707661827781+0.4452101223387135i
2502,3,5,-0.23456157461301738+0.382799125595232i
2503,3,5,-0.23515790207479015+0.5689229641186797i
2504,3,5,-0.20445324677038154+0.4556088058431101i
2505,3,5,-0.1745671470614162+0.6663718854814736i
2506,3,5,-0.20102963380653302+0.7192395430594869i
2507,3,5,-0.10570488902698971+0.39748323465076824i
2508,3,5,-0.21413850799085676+0.5168535966488258i
2509,3,5,-0.10614078553432894+0.6987378802984798i
2510,3,5,-0.11804254998076474+0.2382050676330117i
2511,3,5,-0.3456238139053362+0.4643931733129575i
2512,3,5,-0.059255084790875906+0.5409286690066736i
2513,3,5,-0.13323506956168493+0.3555944177469178i
2514,3,5,-0.24585382226242858+0.3629755494907695i
2515,3,5,-0.3163202720563135+0.48446025471025866i
2516,3,5,-0.2623007689141113+0.3183731551428859i
2517,3,5,-0.19625075011522902+0.2880351570020699i
2518,3,5,-0.10495957551528753+0.35901773326517405i
2519,3,5,-0.23564515054030705+0.4013849968138308i
2520,3,5,-0.07968998657559953+0.37762539774063775i
2521,3,5,-0.030860189505268476+0.40399364939123317i
2522,3,5,-0.14822329330551715+0.26960442797028583i
2523,3,5,-0.10171156800496142+0.47312981561182604i
2524,3,5,-0.041529026671725436+0.39530879828496096i
2525,3,5,-0.21606092856462816+0.4968333897580426i
2526,3,5,-0.08441435675845627+0.4970984063748804i
2527,3,5,-0.13626556303084675+0.5087208430485236i
2528,3,5,-0.4467587351953113+0.6069511983279008i
2529,3,5,-0.1660181153400155+0.3960298836729991i
2530,3,5,-0.15179819916302614+0.3763290512202915i
2531,3,5,-0.07653309335613058+0.4345477904521822i
2532,3,5,0.09923016214782279+0.3633856859203035i
2533,3,5,-0.0685421245758604+0.5606922019744731i
2534,3,5,-0.22905978573020497+0.5115078734901739i
2535,3,5,-0.222331998408493+0.4573030949276424i
2536,3,5,-0.18804881414461025+0.3644428197037716i
2537,3,5,-0.17867209903145237+0.42924729312298965i
2538,3,5,0.015243925170354028+0.22066250281410868i
2539,3,5,-0.24579576106874718+0.48085862308693356i
2540,3,5,-0.3313136212493871+0.5309748747726835i
2541,3,5,-0.07472282510053599+0.27335743713971083i
2542,3,5,-0.19080471681017291+0.45365526563596636i
2543,3,5,-0.19609980380569633+0.3392707779674461i
2544,3,5,-0.18602845845196325+0.469674338909207i
2545,3,5,-0.11657209880441499+0.3851780614535216i
2546,3,5,-0.16185554227510232+0.4744231279661285i
2547,3,5,-0.28431221324259476+0.4379033994673674i
2548,3,5,0.0064243284938915735+0.3641287717175339i
2549,3,5,-0.10130899754295122+0.5102799459769574i
2550,3,5,-0.2050520314143324+0.37721902045044337i
2551,3,5,-0.1986349203681094+0.4214440900917612i
2552,3,5,-0.21662083818426917+0.5035454497406313i
2553,3,5,-0.2530027524218303+0.3667836782198136i
2554,3,5,-0.24918656711400528+0.25602219465529485i
2555,3,5,-0.1607460624555442+0.33986420854864363i
2556,3,5,-0.25565861979925+0.5879434421942937i
2557,3,5,0.023623288650088392+0.4854834436868585i
2558,3,5,-0.06871546310979648+0.3361397924388635i
2559,3,5,-0.21027415194048493+0.4104221464398217i
2560,3,5,-0.12836907538099118+0.5322076444181505i
2561,3,5,-0.10441988034737396+0.4554904905638053i
2562,3,5,-0.1311884232060221+0.3783695046208302i
2563,3,5,-0.054992534500103274+0.33528257976205345i
2564,3,5,-0.2738288905529164+0.4183581636922269i
2565,3,5,-0.13260132328816188+0.265252457284859i
2566,3,5,-0.1709170774327866+0.43652328722653566i
2567,3,5,-0.11846162110449322+0.3411718636715154i
2568,3,5,-0.0430758383727258+0.4317229366179037i
2569,3,5,-0.21912774848702044+0.2820750214186888i
2570,3,5,-0.23900334601908774+0.5100117876123431i
2571,3,5,-0.16667586204613832+0.2861588867480612i
2572,3,5,-0.08148301006671967+0.4507279534568997i
2573,3,5,-0.09815562859733193+0.4995483423855268i
2574,3,5,-0.1565749523157629+0.6046206977341406i
2575,3,5,-0.34975566400681046+0.4468855477887307i
2576,3,5,-0.21885064659925071+0.2416386184116531i
2577,3,5,-0.08425341383932261+0.4238022096110342i
2578,3,5,-0.06580404373506529+0.43468418818191207i
2579,3,5,-0.34566500222917834+0.4405387795066666i
2580,3,5,-0.06574691895040913+0.3549266415456873i
2581,3,5,-0.2076487994020899+0.35419069281792676i
2582,3,5,-0.05616211763393984+0.4155763263162088i
2583,3,5,-0.2411389507273576+0.4847620541060933i
2584,3,5,-0.22772942276317462+0.4680559720983789i
2585,3,5,-0.05191729008018792+0.3625405216202715i
2586,3,5,-0.1900560962361104+0.4571913915545246i
2587,3,5,-0.20808127157327838+0.32296848142437895i
2588,3,5,-0.0798754637906727+0.614647862729526i
2589,3,5,-0.04398670202223426+0.28550440390170795i
2590,3,5,-0.06938505443608897+0.3723401302240706i
2591,3,5,-0.2614898945570957+0.6039148278417441i
2592,3,5,-0.3444027896327452+0.4553890081500508i
2593,3,5,-0.20255236018170714+0.43149993902024836i
2594,3,5,-0.161145949113019+0.2968223258889311i
2595,3,5,-0.08188693361405251+0.4082218762141494i
2596,3,5,-0.1959968779380085+0.5244377027741958i
2597,3,5,-0.24947719408308766+0.32367307708941234i
2598,3,5,-0.10584913029204462+0.3206145818888836i
2599,3,5,-0.16343447367157218+0.4274474652436821i
2600,3,6,0.2557104297982219+0.3202947201982541i
2601,3,6,0.27395698627476894+0.6717139199899362i
2602,3,6,0.48734532459034086+0.4404740233639947i
2603,3,6,0.34104301146608473+0.4046014830987224i
2604,3,6,0.27996408138947493+0.48126483748263815i
2605,3,6,0.32629984552717356+0.7095319222418852i
2606,3,6,0.2715704705672106+0.4043074233538723i
2607,3,6,0.3143100674741555+0.5151351549833747i
2608,3,6,0.18759306645848073+0.43098958142343174i
2609,3,6,0.19602770168066747+0.5190596234543311i
2610,3,6,0.3623348186358778+0.4604858097263551i
2611,3,6,0.21560477453716756+0.3761205663142363i
2612,3,6,0.27306155943751165+0.4939839209553583i
2613,3,6,0.2971333428166997+0.45329638969194874i
2614,3,6,0.27913458780465755+0.5922078880736402i
2615,3,6,0.27715290204697673+0.3418063297789979i
2616,3,6,0.4351094736792535+0.3525688854287975i
2617,3,6,0.23333097308520248+0.5047270763485496i
2618,3,6,0.2673819841638698+0.42931904583768404i
2619,3,6,0.30921356327898974+0.5581883405134976i
2620,3,6,0.35573818008955216+0.4031704866247998i
2621,3,6,0.3163686702201106+0.5666411485889059i
2622,3,6,0.10559299328873076+0.5679437789993969i
2623,3,6,0.15441918525686066+0.4025529655595744i
2624,3,6,0.262528843145728+0.6345157956275166i
2625,3,6,0.13814642845595076+0.35560510681073865i
2626,3,6,0.19673716927487583+0.444346220259371i
2627,3,6,0.34613372264741066+0.5089204707931037i
2628,3,6,0.3076753578069843+0.5124611897668472i
2629,3,6,0.3477376456057481+0.3852468443600264i
2630,3,6,0.12043425239961905+0.4701068786636577i
2631,3,6,0.2694250992585691+0.35041650940655267i
2632,3,6,0.351176145335219+0.40910398280639276i
2633,3,6,0.3807866134714342+0.6094914169030702i
2634,3,6,0.018264187420940825+0.6282202475992051i
2635,3,6,0.13552611068855958+0.5084189301810558i
2636,3,6,0.3738381002669783+0.47525741764124246i
2637,3,6,0.40399286759353165+0.4218760751505394i
2638,3,6,0.3078363582816874+0.3540567823112581i
2639,3,6,0.3733130877762766+0.33791401898377216i
2640,3,6,0.2490394814890462+0.4143239216927265i
2641,3,6,0.4291273750136424+0.34049752800144306i
2642,3,6,0.13085864137437933+0.4865138948677494i
2643,3,6,0.1496652294612248+0.6142669069667399i
2644,3,6,0.22482631540607861+0.32939557151726545i
2645,3,6,0.39556466320868533+0.37391347672206166i
2646,3,6,0.1823831936909823+0.5341215500985477i
2647,3,6,0.33810495704174837+0.5604612827232526i
2648,3,6,0.22362191948906526+0.5646516153199825i
2649,3,6,0.26542087602660075+0.24872091306146238i
2650,3,6,0.19097654476751533+0.42046296574220104i
2651,3,6,0.20830558724837572+0.6904942329491066i
2652,3,6,0.3281868998386206+0.2779847640304083i
2653,3,6,0.4682669906043807+0.45200604291348384i
2654,3,6,0.342788026052002+0.4306071921787155i
2655,3,6,0.21503569207205034+0.48809465640887234i
2656,3,6,0.18601943208330607+0.44250639584457163i
2657,3,6,0.2880793332418864+0.35149627157677i
2658,3,6,0.4390910198846708+0.5375802699822223i
2659,3,6,0.35010567774584167+0.47763575634205485i
2660,3,6,0.2181398890056278+0.5413762542312114i
2661,3,6,0.3378470260426697+0.4377320418671129i
2662,3,6,0.12784831068787272+0.45598977506758503i
2663,3,6,0.14868430942989447+0.5253147865846851i
2664,3,6,0.20010302144520004+0.4142420824444056i
2665,3,6,0.12522293832743492+0.4985792538050817i
2666,3,6,0.35975310333455995+0.2811288807203012i
2667,3,6,0.31553252877600013+0.3093699378465732i
2668,3,6,0.21000187471274345+0.45323021517276574i
2669,3,6,0.2832700292458829+0.5280556246205004i
2670,3,6,0.26918643962845235+0.4078781746442172i
2671,3,6,0.25587034389841756+0.36584442724212124i
2672,3,6,0.2682274654053421+0.6504785531471697i
2673,3,6,0.09838309760528019+0.28257769718270054i
2674,3,6,0.27983764763974106+0.4605848288746279i
2675,3,6,0.4522664433881973+0.48249837795851835i
2676,3,6,0.25586929655094504+0.5486000978025211i
2677,3,6,0.41550712380286514+0.4634117162303351i
2678,3,6,0.29962493326143425+0.235686252662198i
2679,3,6,0.4813454005259706+0.3599408124587398i
2680,3,6,0.23360750833256363+0.2223143198050993i
2681,3,6,0.11062018668026752+0.4893811123737245i
2682,3,6,0.1739343515373215+0.5048424855589807i
2683,3,6,0.24325244901040005+0.2809590770104128i
2684,3,6,0.2967761886804034+0.3764475134440361i
2685,3,6,0.13578694961683183+0.40346843341273997i
2686,3,6,0.33339571852063793+0.4278834249861788i
2687,3,6,0.21270860653498228+0.3667607759265892i
2688,3,6,0.41683786763662833+0.5501945930235026i
2689,3,6,0.27306182006574925+0.40563159897184875i
2690,3,6,0.11632670658565236+0.406939647393393i
2691,3,6,0.288565193876794+0.1419497189410277i
2692,3,6,0.3343948348022343+0.3983574749161221i
2693,3,6,0.2621362759055749+0.4905684797894944i
2694,3,6,0.25909905892083995+0.4246919447232008i
2695,3,6,0.08252273189611434+0.39618322190373934i
2696,3,6,0.21776432130970264+0.4447105898827863i
2697,3,6,0.3426390335181615+0.4184166458910913i
2698,3,6,0.36587691603827077+0.39101266691408676i
2699,3,6,0.11073356660905675+0.540422804766491i
2700,3,7,0.3692087806698202-0.3196012024509831i
2701,3,7,0.23503800869993957-0.39010238055197183i
2702,3,7,0.35552348353717944-0.35031638886856314i
2703,3,7,0.3063942446895701-0.3941177989997413i
2704,3,7,0.15926127902824835-0.2830844160003472i
2705,3,7,0.15988129554053382-0.16772324950076434i
2706,3,7,0.2559645240011249-0.3824201340520411i
2707,3,7,0.3161970861742767-0.2998087640560958i
2708,3,7,0.11578342494415839-0.3586406805589022i
2709,3,7,0.3036089139989883-0.41267362359433307i
2710,3,7,0.33084183468641787-0.3264838773389173i
2711,3,7,0.3976185023305137-0.17795416172971668i
2712,3,7,0.3701047721470815-0.45786563682920456i
2713,3,7,0.19587644478182661-0.26072207318536467i
2714,3,7,0.2062573405881678-0.3743975182762453i
2715,3,7,0.43901436069288075-0.29370112782848884i
2716,3,7,0.35044868925977546-0.4675835294227091i
2717,3,7,0.3734646552308746-0.3719988404501244i
2718,3,7,0.36581166988674263-0.2602389877466909i
2719,3,7,0.4395549885486078-0.1120707510092187i
2720,3,7,0.4010781098306585-0.18276216328990735i
2721,3,7,0.25317457198254345-0.48921095800337655i
2722,3,7,0.1773946800597466-0.4437956839792552i
2723,3,7,0.39051832280200316-0.2563729634434833i
2724,3,7,0.3196477846604119-0.2669772648435673i
2725,3,7,0.2151388546001497-0.1916177224190274i
2726,3,7,0.3833950873697657-0.27099281052147595i
2727,3,7,0.5265835498953917-0.1963440246885398i
2728,3,7,0.2995279518632656-0.4141494473049021i
2729,3,7,0.3075457040709183-0.31676538430578544i
2730,3,7,0.38851080275795696-0.5132758355496476i
2731,3,7,0.4660710163088013-0.32652043524051483i
2732,3,7,0.48971633458233615-0.3201350552002744i
2733,3,7,0.42090832975807113-0.4049039182632456i
2734,3,7,0.36590632509690774-0.4270887523628282i
2735,3,7,0.21914732289928063-0.4147525664664017i
2736,3,7,0.33959686428163627-0.35948645434088844i
2737,3,7,0.1949771316214081-0.13655111140266188i
2738,3,7,0.3140365566839869-0.3647834065977034i
2739,3,7,0.3205480431781088-0.3967764469538797i
2740,3,7,0.3401466246387593-0.2588664108349086i
2741,3,7,0.5294176226382374-0.5028718451659465i
2742,3,7,0.2927970247405801-0.40134522495913144i
2743,3,7,0.4249330445138823-0.3723017530739262i
2744,3,7,0.1967176747264739-0.2439319806414776i
2745,3,7,0.46926297640659304-0.2231945924847276i
2746,3,7,0.24662551028463625-0.305053348414644i
2747,3,7,0.2163804638969303-0.3281134698749037i
2748,3,7,0.38155156181222216-0.3809802507038935i
2749,3,7,0.40256806303245746-0.11536312194240411i
2750,3,7,0.4558435920524325-0.4348504514245801i
2751,3,7,0.34100057934636147-0.36976319537699587i
2752,3,7,0.2295145972970657-0.3484825911030105i
2753,3,7,0.5122828315597078-0.13615403605216972i
2754,3,7,0.29697015113952485-0.21348977346534265i
2755,3,7,0.43398956299061464-0.38502005060015965i
2756,3,7,0.33391342196519513-0.30870008233052537i
2757,3,7,0.2674646860127631-0.4155244019708482i
2758,3,7,0.22245586886399743-0.4094623780046804i
2759,3,7,0.2544665078942948-0.3224321522948323i
2760,3,7,0.33405171578019877-0.37240724953484017i
2761,3,7,0.24136991921475653-0.3793022028455219i
2762,3,7,0.43472083883793733-0.2755047252948385i
2763,3,7,0.22624434595534743-0.2640529077719441i
2764,3,7,0.3655564058319173-0.3444044038729334i
2765,3,7,0.3348494237817796-0.387783647041709i
2766,3,7,0.3409836628576137-0.39906007356945983i
2767,3,7,0.2177219575344378-0.17545017315846995i
2768,3,7,0.38960116737262246-0.2921628097391511i
2769,3,7,0.4545418603069429-0.3944241497716864i
2770,3,7,0.15964467044536962-0.24347225318655025i
2771,3,7,0.30538629403636364-0.4570323601123565i
2772,3,7,0.48052911613121346-0.33360560526505817i
2773,3,7,0.16731356854144003-0.36342463565853533i
2774,3,7,0.4450281036679889-0.39519322748519536i
2775,3,7,0.24469321646933484-0.3316734636180459i
2776,3,7,0.2703189672931856-0.33658500078205134i
2777,3,7,0.36401771648292003-0.12247771504140964i
2778,3,7,0.3817205439768006-0.4746385078002928i
2779,3,7,0.1683408930815484-0.17331445432472292i
2780,3,7,0.30850008754908387-0.4726207470954792i
2781,3,7,0.2245049105834398-0.42605768493244667i
2782,3,7,0.3291349660760841-0.14791153529454457i
2783,3,7,0.37069586364292906-0.31601274021584896i
2784,3,7,0.37837188162334207-0.4662556468064858i
2785,3,7,0.3904865690194138-0.22980690715424984i
2786,3,7,0.282736720031825-0.33019851325854704i
2787,3,7,0.38121762530677056-0.23331956086844732i
2788,3,7,0.30678946342901425-0.33616497714475835i
2789,3,7,0.15674749287686082-0.36289679777324485i
2790,3,7,0.3574733449959224-0.18532134404048253i
2791,3,7,0.16242831292677687-0.4673812496209548i
2792,3,7,0.23147603986615095-0.40448306261382905i
2793,3,7,0.4960508368331672-0.151329142744842i
2794,3,7,0.2505796747089728-0.23935309547104927i
2795,3,7,0.46211776857354925-0.3232458097199537i
2796,3,7,0.40690993828672634-0.48865618494550644i
2797,3,7,0.3188395688218137-0.40927898910865934i
2798,3,7,0.2772858642302679-0.45968842409463273i
2799,3,7,0.3090843172616394-0.39783966588016273i
2800,3,8,-0.23801722942347406-0.4335738693096124i
2801,3,8,-0.13593826028199488-0.1752243986367525i
2802,3,8,-0.45564757170871206-0.4895281553217825i
2803,3,8,-0.1180943175453855-0.37249233253644826i
2804,3,8,-0.16880634296646546-0.2443958259424638i
2805,3,8,-0.28341360912034685-0.4471382783208781i
2806,3,8,-0.3505024858872007-0.37965480305733623i
2807,3,8,-0.1265693353535526-0.38700527699455933i
2808,3,8,-0.0671875556147607-0.37153802373480554i
2809,3,8,-0.40526849771413576-0.4727057802288628i
2810,3,8,-0.1958133338510368-0.3376379926866093i
2811,3,8,-0.23021350382687586-0.23876918134607142i
2812,3,8,-0.23979621838290485-0.44517002657205784i
2813,3,8,-0.16051058061518347-0.37686143765687274i
2814,3,8,-0.12465452449085994-0.499025450692255i
2815,3,8,-0.1484205158181272-0.3543591527809197i
2816,3,8,-0.20345141672966136-0.4946549743976597i
2817,3,8,-0.20931382041908814-0.4790481063387218i
2818,3,8,-0.24751566799009486-0.33602963835051386i
2819,3,8,0.047579560211255145-0.4533155737382581i
2820,3,8,-0.17106494881110873-0.2714217115161346i
2821,3,8,-0.14348755401728253-0.31394707190428073i
2822,3,8,-0.22267761496984967-0.3604098953485033i
2823,3,8,-0.25274553019326307-0.4687885757380548i
2824,3,8,-0.16581709171388653-0.4542628328426953i
2825,3,8,-0.30567080269297037-0.4747765362644304i
2826,3,8,-0.26708279290982484-0.5385091220023508i
2827,3,8,-0.06977828776386474-0.31243551822403853i
2828,3,8,-0.1817354620879269-0.29891655677952933i
2829,3,8,-0.2135416766538947-0.5031228164472196i
2830,3,8,-0.08234705255395738-0.2995198815166974i
2831,3,8,-0.12172613396528346-0.5082903523283574i
2832,3,8,-0.20264782626224562-0.43466435848759666i
2833,3,8,-0.2762763736206885-0.47701686096493595i
2834,3,8,-0.31164619728122783-0.5104257269185057i
2835,3,8,-0.2083727059789542-0.40058203779385343i
2836,3,8,-0.16394579747103555-0.25185347352278165i
2837,3,8,-0.04020887876316273-0.2854101036302646i
2838,3,8,-0.2053411796265154-0.5108017973425584i
2839,3,8,-0.19843171493788325-0.41034446765791743i
2840,3,8,-0.2901175168782658-0.2944447199736981i
2841,3,8,-0.38946309608878793-0.40934114935156013i
2842,3,8,-0.12764510251172625-0.4720769215871403i
2843,3,8,-0.2501139989769415-0.30359500560291763i
2844,3,8,-0.3450862585207723-0.30509051194274917i
2845,3,8,-0.2650845370988839-0.4949850296319689i
2846,3,8,-0.2779322492913012-0.42626502189012705i
2847,3,8,-0.21372959001500105-0.2597760060118438i
2848,3,8,-0.22703101167140166-0.5265351566835754i
2849,3,8,-0.1823013240981815-0.22051775087699851i
