index,ant_a,ant_b,vis
1061,1,3,-0.1251933169347545+0.49365489002284957i
1062,1,3,-0.09785435305757012+0.4962167559940009i
1063,1,3,-0.10153560710438311+0.5667092589317815i
1064,1,3,-0.21373508752057185+0.5208535807866654i
1065,1,3,-0.09468797881355323+0.7219008100791494i
1066,1,3,-0.1154828975450805+0.5139025804105958i
1067,1,3,-0.015617055947720643+0.5075196389724225i
1068,1,3,-0.0859487875583137+0.46501890599863294i
1069,1,3,-0.05649914179856551+0.6687601165780492i
1070,1,3,-0.03069237072061587+0.5632561975906839i
1071,1,3,-0.060188316866247954+0.5453429932081568i
1072,1,3,0.06025959335317005+0.5880784058827646i
1073,1,3,-0.06588324608991979+0.5929434810699397i
1074,1,3,-0.13930878979810032+0.5409726946570933i
1075,1,3,-0.027051190393641122+0.49554876402860004i
1076,1,3,-0.07767121904355076+0.36811806047341167i
1077,1,3,-0.1938625668453681+0.6352491089660018i
1078,1,3,-0.19882810930497208+0.4232864143687898i
1079,1,3,-0.0959980017993805+0.5967322117114339i
1080,1,3,-0.26956114439444184+0.6779303080834267i
1081,1,3,-0.038486088288493425+0.7757452213263154i
1082,1,3,-0.09037999513060058+0.5882596684676977i
1083,1,3,-0.17616035906973157+0.6724871343257565i
1084,1,3,-0.026646933714007226+0.5279537634006889i
1085,1,3,-0.20349462503842208+0.5541548867717795i
1086,1,3,-0.19610987823273662+0.5483868025700623i
1087,1,3,-0.16883536397619509+0.5052917366245563i
1088,1,3,-0.09835666623637979+0.49069582075307566i
1089,1,3,-0.258444985552656+0.565645651783036i
1090,1,3,-0.1020596078104467+0.5302566954095775i
1091,1,3,-0.11238211208741919+0.38639426262668886i
1092,1,3,-0.10540233322527265+0.6478461402479877i
1093,1,3,-0.1057043257895319+0.6710499176976269i
1094,1,3,-0.24223457380846436+0.34079708305217793i
1095,1,3,-0.23495436008635678+0.5455099266722252i
1096,1,3,-0.022681850148769514+0.7096471759219422i
1097,1,3,-0.11995839604845798+0.6280333886326707i
1098,1,3,-0.2892509230654321+0.6556972345435709i
1099,1,3,-0.053517824992796836+0.4567879900650566i
1100,1,4,-0.2923352617593491-0.40246781729427517i
1101,1,4,-0.24663211920666783-0.5182379836973521i
1102,1,4,-0.049476921592053566-0.37846943266762134i
1103,1,4,-0.291237936924343-0.5847824744127809i
1104,1,4,-0.11997200250748802-0.4935190952097762i
1105,1,4,0.08413528203761594-0.42281903809068594i
1106,1,4,-0.22327649461643279-0.6864217326538383i
1107,1,4,-0.18466274183550083-0.5911697789328036i
1108,1,4,-0.26330806750451446-0.49596658319841763i
1109,1,4,-0.13330655622285248-0.33488388396568786i
1110,1,4,-0.33534180978974676-0.5228282650740437i
1111,1,4,-0.14375881311410524-0.5412900942157618i
1112,1,4,-0.2590418139194157-0.667523194548663i
1113,1,4,-0.19037980996554554-0.47222992366840477i
1114,1,4,-0.02223457782063573-0.4533774137456995i
1115,1,4,-0.24996186573274176-0.5612678557391115i
1116,1,4,-0.04844706052024528-0.6599949770040137i
1117,1,4,-0.14203148944606836-0.6181786617310991i
1118,1,4,-0.20535121229474507-0.576747954643437i
1119,1,4,-0.3947079815992276-0.503687863778953i
1120,1,4,-0.10710993265121868-0.49872391082310674i
1121,1,4,-0.3921372926492839-0.5317916635351565i
1122,1,4,-0.13299637807895798-0.6104589077417566i
1123,1,4,-0.12768652296354363-0.41398690420678724i
1124,1,4,-0.23980033017984453-0.5100902116086851i
1125,1,4,-0.1582821645967348-0.4818163623754471i
1126,1,4,-0.19162065957103103-0.5885887438390769i
1127,1,4,-0.23116755094568875-0.5771913073658751i
1128,1,4,0.019133102735865215-0.6654732948306115i
1129,1,4,-0.16103701398906428-0.5108474021654236i
1130,1,4,-0.21766749488422338-0.4108324067719623i
1131,1,4,-0.3080781852048673-0.3584449979889495i
1132,1,4,-0.20053170122130698-0.36467725898789594i
1133,1,4,-0.13993241617105176-0.5138257552045357i
1134,1,4,-0.0926125728030989-0.5278015361929574i
1135,1,4,-0.2030771779677595-0.5501086507662374i
1136,1,4,-0.19968290438987918-0.5863424636933233i
1137,1,4,-0.18064835096887666-0.6017752792924289i
1138,1,4,-0.23619986576600283-0.5385941102208465i
1139,1,4,0.1274721450228078-0.6053482969776052i
1140,1,4,-0.1863113732577876-0.4228173332380641i
1141,1,4,0.04911416951092551-0.597053211738137i
1142,1,4,-0.1454448799508708-0.41420806493497814i
1143,1,4,-0.024229948069954405-0.5052011111200228i
1144,1,4,-0.14432447010206692-0.44762501606628136i
1145,1,4,-0.06292110212629591-0.5554226399768282i
1146,1,4,-0.22242470415778182-0.4280323996692504i
1147,1,4,-0.10334022896941635-0.5003865051064919i
1148,1,4,-0.3053422861714902-0.5979714913062391i
1149,1,4,-0.20789267386316035-0.5206598445706017i
1150,1,4,-0.09792246685100867-0.5393882223213791i
1151,1,4,-0.25710239254315803-0.6564444579533673i
1152,1,4,-0.03398485613372754-0.4683097796457168i
1153,1,4,-0.12979500639158786-0.5697649285966457i
1154,1,4,-0.25097107954547004-0.4431182790156932i
1155,1,4,-0.1347622438038542-0.5693764826752276i
1156,1,4,-0.15205538883596995-0.48333342309927724i
1157,1,4,-0.15229398664013394-0.7253872062634436i
1158,1,4,-0.027103222595944998-0.18398847512203154i
1159,1,4,-0.31810962366062856-0.5871050204132885i
1160,1,4,-0.3867369561045506-0.5968217174290175i
1161,1,4,-0.07861656232010292-0.3519527027994117i
1162,1,4,-0.11628658328851786-0.5156165047344777i
1163,1,4,-0.2688812837290199-0.5099111473541325i
1164,1,4,-0.11968270357082036-0.5072014614377478i
1165,1,4,-0.20432273769082024-0.450561632897447i
1166,1,4,-0.1729746405497454-0.6416818336123253i
1167,1,4,0.02053288221312763-0.531111411084434i
1168,1,4,-0.3173756494693989-0.7496641880256291i
1169,1,4,-0.10003000970450958-0.5143141794154106i
1170,1,4,-0.159401694842651-0.5174081036028134i
1171,1,4,-0.32868298218814185-0.5371850529401476i
1172,1,4,-0.22005335387222888-0.7741021975700941i
1173,1,4,-0.14156252381184997-0.5556263041620246i
1174,1,4,-0.22003848452026303-0.3812215596312625i
1175,1,4,-0.16291404101399137-0.596902865118573i
1176,1,4,-0.16446288571778056-0.751872568960669i
1177,1,4,-0.23021662638617485-0.44170648735619233i
1178,1,4,-0.10513643272503126-0.7888193045552065i
1179,1,4,-0.0741043039417037-0.6781972803107681i
1180,1,4,-0.12435706274031562-0.5124893086169517i
1181,1,4,-0.01704820799268139-0.41520067968723623i
1182,1,4,-0.19452887916027045-0.6711867157937523i
1183,1,4,-0.06613140694146047-0.5125121547411097i
1184,1,4,-0.06744394874063409-0.5886312381106081i
1185,1,4,-0.1205961902900666-0.5253744890197009i
1186,1,4,-0.09202705799403924-0.6374425271725759i
1187,1,4,-0.21176398405501437-0.4227706120654i
1188,1,4,-0.09172379533391964-0.556898754063711i
1189,1,4,-0.018328806249637675-0.7049134442742626i
1190,1,4,0.06447997186308141-0.5483570183504771i
1191,1,4,-0.30693027708786036-0.5400014484826451i
1192,1,4,-0.1809806935480918-0.5747122490319336i
1193,1,4,-0.23390141012514473-0.5212499969903447i
1194,1,4,-0.2122005498951877-0.6473516997553552i
1195,1,4,-0.037481915891986545-0.48055784308248534i
1196,1,4,-0.15377496436868926-0.62621003914212i
1197,1,4,-0.2636274219413902-0.5762198775744436i
1198,1,4,-0.15491348307457142-0.6596316467579315i
1199,1,4,-0.045532972556043355-0.7353818881018166i
1200,1,5,-0.2369901742587374-0.21433307688688613i
1201,1,5,-0.40293041300218535-0.2945746692622735i
1202,1,5,-0.5252975268175939-0.05995780897147937i
1203,1,5,-0.4008629280033766-0.4761179572415838i
1204,1,5,-0.333547969514271-0.255122693389849i
1205,1,5,-0.45994136482659764-0.38336854368751283i
1206,1,5,-0.4799974519928222-0.3218355480107198i
1207,1,5,-0.45621173343811744-0.4488586815282472i
1208,1,5,-0.3382587971395612-0.11346740346109482i
1209,1,5,-0.5088228686976408-0.2314464680071865i
1210,1,5,-0.5359681440786013-0.26573474719095735i
1211,1,5,-0.3524396968146263-0.2581299963815991i
1212,1,5,-0.4247571341499923-0.30434230240761023i
1213,1,5,-0.3852613756990747-0.08957542469359792i
1214,1,5,-0.4938906265454175-0.48639365833517056i
1215,1,5,-0.22449515594317807-0.3032872153572865i
1216,1,5,-0.46229975996545497-0.2661972461490275i
1217,1,5,-0.2811703859718094-0.28485584911760975i
1218,1,5,-0.47923586002025625-0.22393385786884487i
1219,1,5,-0.3281785317286004-0.31825134112473635i
1220,1,5,-0.18023410413879598-0.20570601009701042i
1221,1,5,-0.5090387394817788-0.3503084375240595i
1222,1,5,-0.4353046487410468-0.15637427573762924i
1223,1,5,-0.5045634810309315-0.28078346071557897i
1224,1,5,-0.20047306011542815-0.21835385218071682i
1225,1,5,-0.4013420978176507-0.16079499266727054i
1226,1,5,-0.24809307403809583-0.3138015892248671i
1227,1,5,-0.3094605898618948-0.10893753322453986i
1228,1,5,-0.39425457863794455-0.181957602385517i
1229,1,5,-0.29147075276424134-0.1731979895542839i
1230,1,5,-0.2294094100189145-0.14823388709598917i
1231,1,5,-0.36630527475450014-0.05350866434870366i
1232,1,5,-0.2990243351484617-0.275463663156128i
1233,1,5,-0.4630103312651231-0.16170080880228377i
1234,1,5,-0.48835566431502114-0.07300813368473374i
1235,1,5,-0.29445346019229-0.19516098108624325i
1236,1,5,-0.23591164742861462-0.12277576656119446i
1237,1,5,-0.16424986317157217-0.3335228737623398i
1238,1,5,-0.5475292053697649-0.3525432490951882i
1239,1,5,-0.5503351849601275-0.25259677927264707i
1240,1,5,-0.18889835950604314-0.3991965518304973i
1241,1,5,-0.16646939775640526-0.35591701453377544i
1242,1,5,-0.27793399345831704-0.21069872737440792i
1243,1,5,-0.43249099657887746-0.22562165853763702i
1244,1,5,-0.32114094250188-0.2042563332028411i
1245,1,5,-0.1411856097430181-0.2765986937062189i
1246,1,5,-0.4619179628121125-0.16462686040132585i
1247,1,5,-0.3507182737415324-0.3277867111526907i
1248,1,5,-0.28646979604385975-0.2148219930223468i
1249,1,5,-0.4280727969089722-0.21226774732360548i
1250,1,5,-0.1695786619683739-0.12992909523557145i
1251,1,5,-0.30073057623075267-0.18293386315754537i
1252,1,5,-0.5061350033662462-0.27490801010775545i
1253,1,5,-0.2868968438552264-0.2055224530167442i
1254,1,5,-0.4163109647900647-0.23500260968670506i
1255,1,5,-0.3225766977085213-0.30673213866482796i
1256,1,5,-0.4359453814526114-0.22408441512442814i
1257,1,5,-0.377194228750148-0.17551740674090205i
1258,1,5,-0.34568048954888064-0.12962669875116284i
1259,1,5,-0.26880784373076916-0.07461614948998324i
1260,1,5,-0.3363640474428907-0.36475145601538794i
1261,1,5,-0.4350115217218898-0.21996213772077772i
1262,1,5,-0.42420984544198004-0.17837587977554537i
1263,1,5,-0.29152727620251534-0.2689904063232081i
1264,1,5,-0.2888030954650912-0.2998780314322536i
1265,1,5,-0.3585818793003065-0.3122172242280333i
1266,1,5,-0.04178210096646462-0.334237736540985i
1267,1,5,-0.4090098835958523-0.2676584446471797i
1268,1,5,-0.21364326010738846-0.11924598278369886i
1269,1,5,-0.3627691341023853-0.240914791871435i
1270,1,5,-0.22432079270657365-0.11889353083750609i
1271,1,5,-0.47144289361325503-0.12323657459253984i
1272,1,5,-0.41910062544276677-0.251123223095538i
1273,1,5,-0.4198435539122836-0.3830695846462336i
1274,1,5,-0.36159181530472795-0.3098690942654828i
1275,1,5,-0.38592099474219554-0.36125433973868126i
1276,1,5,-0.251489261925653-0.3275910717581461i
1277,1,5,-0.35445978227075764-0.37036339100869703i
1278,1,5,-0.42993798896277713-0.23011926830196386i
1279,1,5,-0.38092691001809625-0.41979327543098066i
1280,1,5,-0.3395131286630632-0.32838822207148366i
1281,1,5,-0.39217910030319714-0.35479089883535025i
1282,1,5,-0.33267089630296726-0.07597053974139098i
1283,1,5,-0.35039541530431595-0.12423945559509661i
1284,1,5,-0.2853421178965673-0.29108286986302767i
1285,1,5,-0.4112568890636142-0.15013249637296602i
1286,1,5,-0.3504325433367981-0.2823578411434154i
1287,1,5,-0.28670631853902373-0.12861576513690695i
1288,1,5,-0.40204434506174674-0.5236418513946218i
1289,1,5,-0.4969140670816201-0.36388366548509415i
1290,1,5,-0.2926905960708445-0.2705357110160345i
1291,1,5,-0.383513086410797-0.2299764707682995i
1292,1,5,-0.2982328701294091-0.6056933689492642i
1293,1,5,-0.28109518248771537-0.2057228069992375i
1294,1,5,-0.4280630415050687-0.36956008852244315i
1295,1,5,-0.29756593420788585-0.22540767430326314i
1296,1,5,-0.26917683095359934-0.28413751662544995i
1297,1,5,-0.4783151492830934-0.3847551063767992i
1298,1,5,-0.4278436624406156-0.2635355162404397i
1299,1,5,-0.45095996090507745-0.361989984498559i
1300,1,6,-0.5382633042121+0.2274054128777058i
1301,1,6,-0.4592052589237971+0.2372276081786452i
1302,1,6,-0.43862950691921776+0.095810710037845i
1303,1,6,-0.5569713295093304+0.11389637352610889i
1304,1,6,-0.6600769353212232+0.1383618619172999i
1305,1,6,-0.5035747732816059-0.006371936347650348i
1306,1,6,-0.47936818913218904+0.12389510242750142i
1307,1,6,-0.47755903038016845+0.024385116909783455i
1308,1,6,-0.5866607989368261+0.05272646128185812i
1309,1,6,-0.4374664736962529+0.05281841376487083i
1310,1,6,-0.4606356803621836+0.03825254816978359i
1311,1,6,-0.43102701927339143+0.25146160232713843i
1312,1,6,-0.5133252215133701+0.121202701706785i
1313,1,6,-0.5391029280486997+0.2520032902242557i
1314,1,6,-0.46896344280564917+0.10657713749321347i
1315,1,6,-0.47112106408133364+0.15453760148957896i
1316,1,6,-0.5802722395059452+0.2461396691898925i
1317,1,6,-0.40178411866601305+0.19638729081590772i
1318,1,6,-0.5950422233985-0.01979145793343956i
1319,1,6,-0.6283907851491435+0.19293674417508433i
1320,1,6,-0.6923140097094693+0.12492792178252182i
1321,1,6,-0.569931819820999+0.23731777239773566i
1322,1,6,-0.4829360095958937+0.3799967220569553i
1323,1,6,-0.6018013800387426+0.1596658622576639i
1324,1,6,-0.5120908378353017+0.27050926621580496i
1325,1,6,-0.25921181351632916+0.3018653544573593i
1326,1,6,-0.603589675752726+0.10113089944287965i
1327,1,6,-0.3839175539719434+0.03556715658183074i
1328,1,6,-0.44392536725570547+0.16931721363285573i
1329,1,6,-0.45938527347659874+0.2691706106541408i
1330,1,6,-0.32165713684014663+0.08991032531441932i
1331,1,6,-0.415962161074218+0.2062402902376056i
1332,1,6,-0.37768584474410605+0.09682649153328735i
1333,1,6,-0.41033624608957797+0.17114461315108406i
1334,1,6,-0.43689947324766276+0.31412157947027947i
1335,1,6,-0.5423437085535284+0.25420915333579663i
1336,1,6,-0.4175097839618558+0.1314995183308084i
1337,1,6,-0.6088217261144695+0.19077799644710172i
1338,1,6,-0.558692723512339+0.17264831967729558i
1339,1,6,-0.47521706080478315+0.2807649505260349i
1340,1,6,-0.20033958952469916+0.1176446424159141i
1341,1,6,-0.6540525865238174+0.21026410784753705i
1342,1,6,-0.4859160409610454+0.14706799291665654i
1343,1,6,-0.47450273857271646+0.24285118268570605i
1344,1,6,-0.5141323449830957+0.14134612351066655i
1345,1,6,-0.5467853776967853+0.15687564015711006i
1346,1,6,-0.4151342000393121+0.06435663249756375i
1347,1,6,-0.7091470323966189+0.09570072985558598i
1348,1,6,-0.4738641739409458+0.13459538378055058i
1349,1,6,-0.5410120478000746+0.20201538223099488i
1350,1,6,-0.4795565770810308+0.10680735457621032i
1351,1,6,-0.49718174247198454+0.21364933172160033i
1352,1,6,-0.46584403322776824+0.0686560163905905i
1353,1,6,-0.6081502601999409+0.15371346145923248i
1354,1,6,-0.6637036870666534+0.11093143515511898i
1355,1,6,-0.5889509119255096+0.24536983410899568i
1356,1,6,-0.5114442476213145+0.259839962807185i
1357,1,6,-0.4618072775503427+0.09685003318165122i
1358,1,6,-0.5077603025485967+0.00872558224789452i
1359,1,6,-0.34383497169778876+0.08460078810741517i
1360,1,6,-0.5886291514848994+0.3668067712182871i
1361,1,6,-0.6028981131863766+0.183924232832333i
1362,1,6,-0.5334781838819899+0.19963379628111028i
1363,1,6,-0.4698395042743889+0.11710194588154718i
1364,1,6,-0.4916615005620289-0.08532654360529263i
1365,1,6,-0.44606210985535955+0.20349297394100602i
1366,1,6,-0.646338242286498+0.04822700365673517i
1367,1,6,-0.45251117210057373+0.22275524817102388i
1368,1,6,-0.4884305529900104+0.21227978585843904i
1369,1,6,-0.6201376550079729+0.14809841681799332i
1370,1,6,-0.36274520609805244+0.14994006277294927i
1371,1,6,-0.5609774119039913-0.06724473915695375i
1372,1,6,-0.502378032936297+0.19275759840189333i
1373,1,6,-0.3006507052649554+0.22995652755401108i
1374,1,6,-0.5624020577878212+0.2634051607107397i
1375,1,6,-0.38133213337114347+0.13326647859717394i
1376,1,6,-0.4194779956462315+0.17694085002180804i
1377,1,6,-0.5377123792703717+0.36883246773175427i
1378,1,6,-0.5274553243087133+0.06085592466974908i
1379,1,6,-0.5455936717825709+0.009148899435580643i
1380,1,6,-0.41258203125164133+0.1889811426885052i
1381,1,6,-0.2845636294737848+0.24610147718761516i
1382,1,6,-0.5877006541919083+0.22651033694434328i
1383,1,6,-0.31246577371974105+0.20317255844421495i
1384,1,6,-0.3407954616567907+0.2213219665530627i
1385,1,6,-0.4600409789297193+0.1813289563531028i
1386,1,6,-0.43873355744858755+0.11977840566862033i
1387,1,6,-0.47571267396562456+0.14627675898124312i
1388,1,6,-0.4812134091576476+0.21660112162832162i
1389,1,6,-0.536499786843436+0.3631192449576627i
1390,1,6,-0.6268217766702644+0.1754422243998408i
1391,1,6,-0.29157750162359347+0.20343135602373108i
1392,1,6,-0.43693233807942605+0.10147764168682627i
1393,1,6,-0.5466390108361081+0.19116653616687931i
1394,1,6,-0.6309730576173979+0.03218793216667665i
1395,1,6,-0.6203989737767179+0.03221006143823489i
1396,1,6,-0.4284579140612633+0.21886892965992866i
1397,1,6,-0.3394373314466475+0.23176985369854503i
1398,1,6,-0.7712149691778165+0.23386372369346542i
1399,1,6,-0.45788435101595043+0.04635292516266351i
1400,1,7,0.2723682086254748+0.2966313237649442i
1401,1,7,0.11533305149758259+0.3385481345983761i
1402,1,7,0.12441733120512972+0.3713935795106513i
1403,1,7,0.277207575292546+0.4384579627658353i
1404,1,7,0.17901829561298327+0.5701284817169598i
1405,1,7,0.08940532420920899+0.33428889801391126i
1406,1,7,0.18525210436997214+0.37164490185773225i
1407,1,7,0.5880103052392457+0.4001821228436638i
1408,1,7,0.22856099847978079+0.5012032844414616i
1409,1,7,0.30651339327034344+0.45397038527798644i
1410,1,7,0.08431756464928392+0.43370595961946107i
1411,1,7,0.26386335050364174+0.3275718028794335i
1412,1,7,0.30411737677365336+0.25665809722915955i
1413,1,7,0.3272919355013624+0.40361316296551913i
1414,1,7,0.16000811029436757+0.2722092993988731i
1415,1,7,0.35186266166067415+0.4277449658883676i
1416,1,7,0.24751105064500145+0.4360736745371333i
1417,1,7,0.2613018669797111+0.38321967955440955i
1418,1,7,0.22929282865781894+0.48544790171955177i
1419,1,7,0.24117815426244285+0.4164867739746382i
1420,1,7,0.08672815342161727+0.7044975294807974i
1421,1,7,0.04281453131202667+0.5933614910434737i
1422,1,7,0.13157248675870786+0.4039649862763245i
1423,1,7,0.24640644142342544+0.40023978082137374i
1424,1,7,0.2141470676607743+0.2658547100195714i
1425,1,7,0.24264223298940635+0.5167668006027016i
1426,1,7,0.04429075872858618+0.3643480369051118i
1427,1,7,0.2650372653289721+0.43826157977280705i
1428,1,7,0.3566664232340432+0.48888016280222557i
1429,1,7,0.2791278918572811+0.33422440420608046i
1430,1,7,0.33698802279682505+0.29801292140028096i
1431,1,7,0.363196069722571+0.3730227973198041i
1432,1,7,0.21882701086879613+0.3263870046145991i
1433,1,7,0.18016615821979892+0.6915688318638679i
1434,1,7,0.38510316152716983+0.45753127573933294i
1435,1,7,0.15206070545664216+0.44798835740725584i
1436,1,7,0.31774629151554723+0.1509572340518846i
1437,1,7,0.2229642625801054+0.2406152202767849i
1438,1,7,0.36640835829067153+0.1934077843567229i
1439,1,7,0.23870697175210606+0.22871513143136038i
1440,1,7,0.0476604282066416+0.37869503660300846i
1441,1,7,0.19796685979753909+0.41226322228627654i
1442,1,7,0.36523642802753276+0.5093185785765948i
1443,1,7,0.25175800151057687+0.5576349090861066i
1444,1,7,0.2757033426336769+0.3410235007733203i
1445,1,7,0.00647062797884862+0.2928245953866435i
1446,1,7,0.24491302678014243+0.3863178405418672i
1447,1,7,0.2891653329075764+0.3989109122997443i
1448,1,7,0.25405488164159945+0.48428159882818134i
1449,1,7,0.14448418882582006+0.17323992362737656i
1450,1,7,0.2588936475810206+0.383747881497914i
1451,1,7,0.18494852289368177+0.6703997198727791i
1452,1,7,0.1819272179706967+0.47582940155026826i
1453,1,7,0.22299620373825163+0.43108440608490484i
1454,1,7,0.36024669806103105+0.37060220366103513i
1455,1,7,0.30150654363626583+0.3837407345127439i
1456,1,7,0.19242493018311824+0.39589870934083526i
1457,1,7,0.13385155482888836+0.29390370726267073i
1458,1,7,0.29295240390801375+0.5327010954377033i
1459,1,7,0.22455077765883022+0.45243274493820784i
1460,1,7,0.2442044054545337+0.4671642490439918i
1461,1,7,0.3052726599709427+0.35300497927011115i
1462,1,7,0.2505924870947965+0.29444347487682776i
1463,1,7,0.2250856302069573+0.40045064117659357i
1464,1,7,0.08207741011302047+0.15508452507108333i
1465,1,7,0.13944428990491065+0.33014673718146725i
1466,1,7,0.12619935626675205+0.37656911654436714i
1467,1,7,0.14297469679503194+0.3350694091803733i
1468,1,7,0.16875105180734035+0.18816488085108296i
1469,1,7,0.14324708698468366+0.28646175689010933i
1470,1,7,0.17749142517796015+0.21015909723882065i
1471,1,7,0.16518922365281297+0.2953496789582548i
1472,1,7,0.2861309203254786+0.40584743889139024i
1473,1,7,0.18748607152044383+0.4160989095572729i
1474,1,7,0.22375346898935383+0.3033401796324324i
1475,1,7,0.3457610962038702+0.4819251652387519i
1476,1,7,0.15295951244632988+0.45274423564742805i
1477,1,7,0.13776147967778934+0.2142497502046933i
1478,1,7,0.1563403773952939+0.5016073274624211i
1479,1,7,0.29175812466415485+0.2822284654784142i
1480,1,7,0.2927543701158638+0.3612361007443499i
1481,1,7,0.3284372554489302+0.4195975338083157i
1482,1,7,0.020201022581717326+0.35172394638210125i
1483,1,7,0.1528846071570637+0.5592869730019336i
1484,1,7,0.14155778412393696+0.4445554101585363i
1485,1,7,0.22830071442436342+0.2763223509700561i
1486,1,7,0.13147821611192412+0.5011779008689935i
1487,1,7,0.27606027299064895+0.5565343493646133i
1488,1,7,0.33987064070810735+0.4870423730925924i
1489,1,7,0.4322014320529244+0.46015930704406915i
1490,1,7,0.3571785722892288+0.3716234865361962i
1491,1,7,0.26868310011038204+0.27185013011129894i
1492,1,7,0.15985402739447518+0.36123148599689664i
1493,1,7,0.16284133220306704+0.42130505296385057i
1494,1,7,0.08049081212005357+0.4987228672478641i
1495,1,7,0.23225246318674592+0.46943618288716643i
1496,1,7,0.07480714338789865+0.3134651500514718i
1497,1,7,0.32108687067887254+0.1521637482070659i
1498,1,7,0.22509757579235481+0.6018878275573816i
1499,1,7,0.35740890172887874+0.5816199829477116i
1500,1,8,0.603834061257071-0.039168429060351076i
1501,1,8,0.44881006686267055-0.21469754974743677i
1502,1,8,0.5119863881769474-0.3524951926928356i
1503,1,8,0.4215936229368311-0.10999670334981922i
1504,1,8,0.3522705789283874+0.016065386408561977i
1505,1,8,0.33188354969635964-0.03765409733572028i
1506,1,8,0.5375672872020363-0.20513666388947166i
1507,1,8,0.4655299004702566-0.05332333069487526i
1508,1,8,0.43591921957936464-0.13447451795585647i
1509,1,8,0.3588357912726996-0.029585319837578075i
1510,1,8,0.4127710563985607-0.15811566168763422i
1511,1,8,0.4783257611828093-0.24218464408580648i
1512,1,8,0.4567815789017826-0.14437934924236445i
1513,1,8,0.30850845459715887-0.23312741950331017i
1514,1,8,0.4628275676712269-0.1095555432410135i
1515,1,8,0.4823888784983017-0.2100655573700707i
1516,1,8,0.4255364654725216-0.02015939251905255i
1517,1,8,0.486072442044593-0.03604749073340274i
1518,1,8,0.4598140856271717-0.1467604200987001i
1519,1,8,0.45860933845290575-0.025463460582597408i
1520,1,8,0.35100635562393007-0.18091399948116535i
1521,1,8,0.3638507728120003-0.0039034438144792544i
1522,1,8,0.5072559441968717-0.15741690973172046i
1523,1,8,0.3397799107638474-0.36608663351400617i
1524,1,8,0.4701972987243382+0.036666465368238504i
1525,1,8,0.49425611127845-0.057450517184584916i
1526,1,8,0.5199568768133174-0.13400962900429367i
1527,1,8,0.30999380388511655-0.18051148888201554i
1528,1,8,0.3689134664798815-0.11629538234581631i
1529,1,8,0.3074742430702212-0.14906755525439544i
1530,1,8,0.28926994620598234-0.21126430006558922i
1531,1,8,0.5072047076309488-0.12888647238457543i
1532,1,8,0.48040179642642533-0.02492496277992548i
1533,1,8,0.4077920081342185-0.20870423634665772i
1534,1,8,0.4044477617709978+0.12638536730598163i
1535,1,8,0.31266003249671487-0.07019273851989336i
1536,1,8,0.4909752056813595-0.22133406937382893i
1537,1,8,0.3003222290841149-0.1086824488360284i
1538,1,8,0.4049576082345636-0.1817824134387332i
1539,1,8,0.4813018665142386-0.16614651750585535i
1540,1,8,0.3282092083413059-0.2945060003442465i
1541,1,8,0.2930950565096846-0.01325246933436025i
1542,1,8,0.3918193210967332-0.17789301909087557i
1543,1,8,0.5307183289523649+0.14764134390891673i
1544,1,8,0.53289390310277-0.021164143642651553i
1545,1,8,0.48383950515550944-0.032751736422157146i
1546,1,8,0.45703135531393635-0.03584172307407604i
1547,1,8,0.3224381289868158-0.06568665927722213i
1548,1,8,0.4939085521266502-0.15100888559294046i
1549,1,8,0.3893080083404005-0.17971004611496902i
1550,1,8,0.42596028494021004-0.21790780610143615i
1551,1,8,0.3823623031131109-0.1378704882481535i
1552,1,8,0.38547338089978417-0.07642035571708566i
1553,1,8,0.30482980711303287-0.025550279838212064i
1554,1,8,0.4649036981538528-0.07888880714433769i
1555,1,8,0.5346046497508324+0.03232085335576815i
1556,1,8,0.5105348015240079-0.239851777099283i
1557,1,8,0.45028227933105874-0.1757657511808966i
1558,1,8,0.5264104772937757-0.09201033729448102i
1559,1,8,0.49541686319318173-0.23364899689419447i
1560,1,8,0.4478313563226844-0.09649685510655638i
1561,1,8,0.344330946796245-0.23629192151989867i
1562,1,8,0.30169899261237254-0.24443268064929027i
1563,1,8,0.4527626682740627-0.08916619769775617i
1564,1,8,0.4008782722967431-0.21079385185113209i
1565,1,8,0.5757247527651213-0.2708599065702383i
1566,1,8,0.23359196478741687-0.22626847879303827i
1567,1,8,0.39031986016855924+0.027460214488433166i
1568,1,8,0.46285648530194634-0.16533545239263672i
1569,1,8,0.5182321297031564-0.23602274338146034i
1570,1,8,0.4801046408784002-0.060261432912988425i
1571,1,8,0.39275499875377207-0.13882949862909272i
1572,1,8,0.41214339586150767-0.14716984599365393i
1573,1,8,0.37118184340835125-0.11612125050877692i
1574,1,8,0.6009766193461507-0.2865646810843917i
1575,1,8,0.3755344380222113-0.18620188540661192i
1576,1,8,0.33579197041153974-0.08342646906835895i
1577,1,8,0.5547819739224916-0.1274681771964956i
1578,1,8,0.29920070104076724-0.11244503064365732i
1579,1,8,0.6213358700599132-0.08566239206612136i
1580,1,8,0.48340281991553125-0.16623927278207465i
1581,1,8,0.44946569304736106+0.01541419562364521i
1582,1,8,0.5404536868742063-0.16042977991330842i
1583,1,8,0.3835317641016449-0.1927751694645784i
1584,1,8,0.38586398190908267-0.006729630456149813i
1585,1,8,0.5045152871153039-0.1898588177640283i
1586,1,8,0.43366315033070413-0.030971205209802705i
1587,1,8,0.3677753751390688-0.13514141230872836i
